label,0x0,0x1,0x2,0x3,0x4,0x5,0x6,0x7,0x8,0x9,0x10,0x11,0x12,0x13,1x0,1x1,1x2,1x3,1x4,1x5,1x6,1x7,1x8,1x9,1x10,1x11,1x12,1x13,2x0,2x1,2x2,2x3,2x4,2x5,2x6,2x7,2x8,2x9,2x10,2x11,2x12,2x13,3x0,3x1,3x2,3x3,3x4,3x5,3x6,3x7,3x8,3x9,3x10,3x11,3x12,3x13,4x0,4x1,4x2,4x3,4x4,4x5,4x6,4x7,4x8,4x9,4x10,4x11,4x12,4x13,5x0,5x1,5x2,5x3,5x4,5x5,5x6,5x7,5x8,5x9,5x10,5x11,5x12,5x13,6x0,6x1,6x2,6x3,6x4,6x5,6x6,6x7,6x8,6x9,6x10,6x11,6x12,6x13,7x0,7x1,7x2,7x3,7x4,7x5,7x6,7x7,7x8,7x9,7x10,7x11,7x12,7x13,8x0,8x1,8x2,8x3,8x4,8x5,8x6,8x7,8x8,8x9,8x10,8x11,8x12,8x13,9x0,9x1,9x2,9x3,9x4,9x5,9x6,9x7,9x8,9x9,9x10,9x11,9x12,9x13,10x0,10x1,10x2,10x3,10x4,10x5,10x6,10x7,10x8,10x9,10x10,10x11,10x12,10x13,11x0,11x1,11x2,11x3,11x4,11x5,11x6,11x7,11x8,11x9,11x10,11x11,11x12,11x13,12x0,12x1,12x2,12x3,12x4,12x5,12x6,12x7,12x8,12x9,12x10,12x11,12x12,12x13,13x0,13x1,13x2,13x3,13x4,13x5,13x6,13x7,13x8,13x9,13x10,13x11,13x12,13x13
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,95,82,29,0,0,0,0,0,0,0,0,0,0,194,239,206,232,127,0,0,0,0,0,0,0,0,55,226,25,0,0,202,0,0,0,0,0,0,0,0,83,131,0,0,29,208,0,0,0,0,0,0,0,0,124,109,0,0,114,169,0,0,0,0,0,0,0,0,48,106,0,14,219,72,0,0,0,0,0,0,0,0,80,142,1,134,173,0,0,54,0,0,0,0,0,0,207,202,209,233,38,0,121,231,4,0,0,0,0,15,247,169,253,99,37,158,225,48,0,0,0,0,0,14,249,212,96,245,250,182,34,0,0,0,0,0,0,0,88,23,0,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,230,253,252,237,196,181,73,0,0,0,0,0,0,71,221,224,195,237,252,252,154,0,0,0,0,0,52,250,194,3,0,0,0,0,0,0,0,0,0,0,123,252,147,0,0,0,0,0,0,0,0,0,0,0,210,253,230,209,196,181,118,4,0,0,0,0,0,0,173,252,252,252,252,252,252,76,0,0,0,0,0,0,0,0,0,0,0,14,252,183,0,0,0,0,0,0,112,150,0,0,0,114,252,182,0,0,0,0,0,14,252,253,252,212,218,253,241,62,0,0,0,0,0,1,109,140,186,249,252,208,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,107,56,1,0,0,0,0,0,0,0,0,0,71,233,158,206,139,0,0,0,0,0,0,0,0,4,218,122,0,5,120,6,0,0,0,0,0,0,0,83,248,37,0,0,0,0,0,0,0,0,0,0,0,184,167,0,0,0,0,0,0,0,0,0,0,0,9,238,46,0,0,0,0,0,0,0,0,0,0,0,32,252,31,86,199,138,0,0,0,0,0,0,0,0,32,252,117,245,165,220,0,0,0,0,0,0,0,0,0,171,252,167,165,170,0,0,0,0,0,0,0,0,0,120,252,250,247,46,0,0,0,0,0,0,0,0,0,6,91,115,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,70,113,28,0,0,0,0,0,0,0,0,155,170,226,134,78,191,0,0,0,0,0,0,0,63,184,0,42,0,0,184,0,0,0,0,0,0,0,85,127,0,0,0,35,184,0,0,0,0,0,0,0,71,170,0,0,14,184,35,0,0,0,0,0,0,0,7,184,78,0,134,92,0,0,0,0,0,0,0,0,0,14,141,177,191,0,0,0,0,0,0,0,0,0,0,0,0,184,156,155,21,0,0,0,0,0,0,0,0,0,0,184,0,35,184,7,0,0,0,0,0,0,0,0,0,191,92,134,191,0,0,0,0,0,0,0,0,0,0,21,127,99,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,238,25,0,0,0,0,0,0,0,0,0,0,0,103,254,55,0,0,0,0,0,0,0,0,0,0,0,103,254,55,0,0,0,0,0,0,0,0,0,0,0,103,247,28,0,0,0,0,0,0,0,0,0,0,0,169,240,0,0,0,0,0,0,0,0,0,0,0,0,172,240,0,0,0,0,0,0,0,0,0,0,0,0,189,240,0,0,0,0,0,0,0,0,0,0,0,0,222,240,0,0,0,0,0,0,0,0,0,0,0,49,252,216,0,0,0,0,0,0,0,0,0,0,0,10,188,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,149,207,108,0,0,0,0,0,0,0,0,0,0,42,227,118,182,3,0,0,0,0,0,0,0,0,0,0,149,0,136,98,0,0,0,0,0,0,0,0,0,0,74,37,106,131,0,0,0,0,0,0,0,0,0,0,6,20,119,131,0,0,0,0,0,0,0,0,0,0,0,0,136,131,0,0,0,0,0,0,0,0,0,0,0,0,143,93,0,0,0,0,0,0,0,0,0,0,0,10,235,51,0,0,0,0,0,0,0,0,0,0,0,34,252,3,0,0,0,0,0,0,0,0,0,0,0,26,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,111,12,0,41,24,0,0,0,0,0,0,0,0,42,254,94,0,141,199,0,0,0,0,0,0,0,0,71,254,89,0,45,234,15,0,0,0,0,0,0,0,71,254,46,0,0,226,134,0,0,0,0,0,0,0,71,254,46,0,0,189,167,0,0,0,0,0,0,0,71,254,74,34,88,213,248,177,29,0,0,0,0,0,27,223,254,254,254,254,254,213,27,0,0,0,0,0,0,15,134,108,75,130,254,77,0,0,0,0,0,0,0,0,0,0,0,59,254,64,0,0,0,0,0,0,0,0,0,0,0,41,254,45,0,0,0,0,0,0,0,0,0,0,0,10,106,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,68,19,0,0,0,0,0,0,0,0,63,160,231,197,169,219,146,130,31,0,0,0,29,190,179,75,3,0,0,88,174,231,59,0,0,0,97,244,119,58,14,25,163,195,79,9,0,0,0,0,0,44,95,174,248,244,115,5,0,0,0,0,0,0,0,0,7,154,190,136,204,4,0,0,0,0,0,0,0,0,149,137,4,8,201,54,0,0,0,0,0,0,0,0,96,203,181,217,163,7,0,0,0,0,0,0,0,0,0,2,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,156,253,130,2,0,0,0,0,0,0,0,0,0,177,252,231,252,156,10,0,0,0,0,0,0,0,74,253,177,6,60,228,118,0,0,0,0,0,0,0,206,244,32,0,0,73,248,70,0,0,0,0,0,44,250,151,0,0,0,0,252,148,0,0,0,0,0,123,252,115,0,0,0,0,248,149,0,0,0,0,0,126,252,115,0,0,0,0,195,148,0,0,0,0,0,62,251,192,15,0,4,90,249,103,0,0,0,0,0,0,167,252,233,207,223,252,146,0,0,0,0,0,0,0,5,129,218,223,139,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,156,66,86,223,9,0,0,0,0,0,0,0,24,212,201,246,251,127,0,0,0,0,0,0,0,22,211,108,5,171,232,21,0,0,0,0,0,0,0,76,251,18,10,206,120,0,0,0,0,0,0,0,0,19,63,2,91,225,20,0,0,0,0,0,0,0,0,0,0,34,230,94,0,0,0,0,0,0,0,0,0,0,1,162,194,0,0,0,0,0,0,0,0,0,0,3,153,254,65,0,0,0,0,0,0,0,0,0,0,17,247,161,5,0,0,0,0,0,0,0,0,0,0,40,245,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,228,195,227,53,0,0,0,0,0,0,0,0,42,201,24,0,85,132,0,0,0,0,0,0,0,0,127,97,0,7,119,99,0,0,0,0,0,0,0,0,168,75,49,171,179,0,0,0,0,0,0,0,0,0,59,185,192,67,211,16,0,0,0,0,0,0,0,0,0,0,0,10,248,22,0,0,0,0,0,0,0,0,0,0,0,13,233,0,0,0,0,0,0,0,0,0,0,0,0,74,200,0,0,0,0,0,0,0,0,0,0,0,0,107,185,0,0,0,0,0,0,0,0,0,0,0,0,97,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,52,81,83,104,38,17,0,0,0,0,0,0,0,183,210,190,190,190,226,223,34,0,0,0,0,0,0,0,0,0,0,0,2,108,168,0,0,0,0,0,0,0,0,0,0,0,44,190,86,0,0,0,0,0,0,0,0,0,76,174,249,120,3,0,0,0,0,0,0,0,0,0,169,172,199,230,158,2,0,0,0,0,0,0,0,0,0,0,0,22,203,76,0,0,0,0,0,0,0,0,0,0,0,0,117,153,0,0,0,0,0,0,0,0,55,0,0,10,202,89,0,0,0,0,0,0,0,0,173,145,156,225,113,0,0,0,0,0,0,0,0,0,56,126,123,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,175,20,0,0,0,0,0,0,0,0,0,0,0,134,254,224,12,0,0,0,0,0,0,0,0,0,0,33,254,254,67,0,0,0,0,0,0,0,0,0,0,18,232,254,50,0,0,0,0,0,0,0,0,0,0,0,205,254,46,0,0,0,0,0,0,0,0,0,0,0,163,254,98,0,0,0,0,0,0,0,0,0,0,0,124,254,32,0,0,0,0,0,0,0,0,0,0,0,49,254,32,0,0,0,0,0,0,0,0,0,0,0,2,216,32,0,0,0,0,0,0,0,0,0,0,0,0,134,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,58,82,103,95,37,1,0,0,0,0,97,139,199,175,126,84,80,80,88,132,0,0,0,0,226,77,27,0,0,0,0,0,5,187,0,0,0,0,155,75,0,0,0,0,0,0,114,88,0,0,0,0,20,130,0,0,0,0,0,58,117,0,0,0,0,0,0,0,0,0,0,0,41,174,14,0,0,0,0,0,0,0,0,0,0,50,166,21,0,0,0,0,0,0,0,0,0,0,18,183,14,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,62,0,0,0,0,0,0,0,0,0,0,0,16,215,90,0,0,0,0,0,0,0,0,0,0,0,140,176,0,0,0,0,0,0,0,0,0,0,0,18,235,75,0,0,0,0,0,0,0,0,0,0,0,124,193,0,0,0,0,0,0,0,0,0,0,0,2,211,206,139,126,67,2,0,0,0,0,0,0,0,28,252,168,148,158,240,62,0,0,0,0,0,0,0,69,240,1,0,62,237,40,0,0,0,0,0,0,0,82,192,1,64,233,163,3,0,0,0,0,0,0,0,62,251,210,250,133,1,0,0,0,0,0,0,0,0,1,90,93,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,200,209,68,0,0,0,0,0,0,0,0,3,163,253,162,3,0,0,0,0,0,0,0,0,1,164,147,40,1,0,0,0,0,0,0,0,0,0,35,191,6,0,0,0,0,0,0,0,0,0,0,0,108,74,0,0,0,0,0,0,0,0,38,160,55,8,156,18,0,0,0,0,0,0,0,0,26,105,206,83,160,0,0,0,0,0,0,0,0,0,0,0,61,243,72,0,0,0,0,0,0,0,0,0,0,0,6,138,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,108,200,233,174,47,0,0,0,0,0,0,0,0,90,225,168,135,193,171,0,0,0,0,0,0,0,0,9,3,0,0,153,178,0,0,0,0,0,0,0,0,0,0,17,149,250,93,30,0,0,0,0,0,0,20,129,201,244,252,252,223,232,180,72,0,0,0,0,126,252,195,149,105,105,35,88,224,211,8,0,0,0,5,10,1,0,0,0,0,0,49,250,87,0,0,0,0,0,72,0,0,0,0,18,148,208,1,0,0,0,0,0,197,212,168,169,214,247,235,82,0,0,0,0,0,0,37,125,147,184,186,103,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,211,181,100,92,109,12,0,0,0,0,0,0,0,88,215,228,201,205,254,116,0,0,0,0,0,0,0,0,3,6,0,21,202,105,0,0,0,0,0,0,0,0,10,15,56,196,88,4,0,0,0,0,0,0,0,158,198,209,231,30,0,0,0,0,0,0,0,0,0,79,162,129,52,86,51,0,0,0,0,0,0,0,0,0,0,0,0,128,111,0,0,0,0,0,0,0,0,0,0,1,29,114,31,0,0,0,0,0,0,0,15,100,137,193,120,0,0,0,0,0,0,0,0,0,69,214,124,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,93,127,111,15,0,0,0,0,0,0,0,0,0,100,253,227,243,232,40,0,0,0,0,0,0,0,0,4,68,0,37,229,161,0,0,0,0,0,0,0,0,41,97,160,250,243,96,0,0,0,0,0,0,0,9,252,253,253,175,41,0,0,0,0,0,0,0,0,1,64,105,205,226,50,0,0,0,0,0,0,0,0,0,0,0,1,102,221,24,0,0,0,0,0,0,0,0,0,0,0,0,140,158,0,0,0,0,0,0,0,0,0,0,0,30,158,216,0,0,0,0,0,0,17,134,193,201,223,251,225,83,0,0,0,0,0,0,0,13,77,126,126,77,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,95,0,0,0,0,0,0,0,0,0,0,0,0,59,171,0,0,0,0,0,0,0,0,0,0,0,0,149,83,0,0,0,0,0,0,0,0,0,0,0,10,204,9,0,0,0,0,0,0,0,0,0,0,0,27,200,0,0,0,54,185,203,81,0,0,0,0,0,27,167,0,0,45,225,106,113,189,11,0,0,0,0,32,163,0,0,211,57,0,0,162,26,0,0,0,0,27,199,0,37,185,0,0,5,184,1,0,0,0,0,3,209,64,96,120,0,21,172,51,0,0,0,0,0,0,30,190,219,176,180,179,49,0,0,0,0,0,0,0,0,0,39,72,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,151,218,218,127,0,0,0,0,0,0,0,6,163,248,254,254,254,246,73,0,0,0,0,0,4,168,254,206,86,20,209,254,194,0,0,0,0,0,120,254,208,22,0,0,28,192,254,0,0,0,0,91,253,216,39,0,0,0,1,184,254,0,0,0,0,177,254,65,0,0,0,30,189,254,215,0,0,0,0,195,254,141,103,169,185,245,249,132,2,0,0,0,0,154,254,254,254,254,230,206,53,0,0,0,0,0,0,1,111,134,134,68,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
